Ano,Universo,Acertos simulados
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,238
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,265
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,271
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,263
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,236
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,231
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,238
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,236
2018,Apenas recebedores positivos,236
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,233
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,234
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,266
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,235
2018,Apenas recebedores positivos,266
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,265
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,236
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,238
2018,Apenas recebedores positivos,264
2018,Apenas recebedores positivos,263
2018,Apenas recebedores positivos,235
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,265
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,265
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,238
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,235
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,235
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,265
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,264
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,270
2018,Apenas recebedores positivos,238
2018,Apenas recebedores positivos,266
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,236
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,238
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,263
2018,Apenas recebedores positivos,273
2018,Apenas recebedores positivos,264
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,232
2018,Apenas recebedores positivos,273
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,266
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,231
2018,Apenas recebedores positivos,236
2018,Apenas recebedores positivos,228
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,265
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,234
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,265
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,264
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,233
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,265
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,230
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,236
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,263
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,264
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,267
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,266
2018,Apenas recebedores positivos,262
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,235
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,263
2018,Apenas recebedores positivos,262
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,263
2018,Apenas recebedores positivos,262
2018,Apenas recebedores positivos,235
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,264
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,270
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,268
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,265
2018,Apenas recebedores positivos,232
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,270
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,262
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,225
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,266
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,262
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,265
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,262
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,231
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,271
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,263
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,270
2018,Apenas recebedores positivos,238
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,276
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,234
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,264
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,231
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,235
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,232
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,265
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,270
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,263
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,235
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,238
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,264
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,235
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,232
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,265
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,238
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,266
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,263
2018,Apenas recebedores positivos,235
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,268
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,264
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,238
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,230
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,234
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,235
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,235
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,270
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,262
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,235
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,270
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,235
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,267
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,234
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,268
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,243
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,231
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,238
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,265
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,264
2018,Apenas recebedores positivos,249
2018,Apenas recebedores positivos,239
2018,Apenas recebedores positivos,256
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,225
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,260
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,221
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,267
2018,Apenas recebedores positivos,234
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,267
2018,Apenas recebedores positivos,234
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,229
2018,Apenas recebedores positivos,252
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,251
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,250
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,240
2018,Apenas recebedores positivos,261
2018,Apenas recebedores positivos,253
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,262
2018,Apenas recebedores positivos,263
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,263
2018,Apenas recebedores positivos,254
2018,Apenas recebedores positivos,237
2018,Apenas recebedores positivos,244
2018,Apenas recebedores positivos,245
2018,Apenas recebedores positivos,236
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,248
2018,Apenas recebedores positivos,242
2018,Apenas recebedores positivos,257
2018,Apenas recebedores positivos,247
2018,Apenas recebedores positivos,255
2018,Apenas recebedores positivos,259
2018,Apenas recebedores positivos,241
2018,Apenas recebedores positivos,246
2018,Apenas recebedores positivos,258
2018,Apenas recebedores positivos,249
